,Product Lookup,,Location Filters,,,,,
Delete,Product Name,Product Sku,Type,Zone,State,City,Locality,PIN Code
Y || N,Max 191 characters,"Valid alphanumeric value without space, Unique sku",Zone || State || City || Locality,Only string value,Only string value,Only string value,Only string value,Only number value
* Required,* Required,* Required,* Required,---,---,---,---,---
N,"Rajhans Cinemas Golden Square, Near ABC Circle, Bharuch",CINEMA005308,locality,West,Gujarat,Bharuch,,392015
N,"Rajhans Multiplex, AR Mall, Surat",CINEMA005309,locality,West,Gujarat,Surat,,394105
N,"Rajhans Multiplex, Gopi Talav, Surat",CINEMA005310,locality,West,Gujarat,Surat,,
N,"Rajhans Multiplex: Adajan, Surat",CINEMA005311,locality,West,Gujarat,Surat,,
N,Ramesh Theatre A/C Sony 4K 3D 7.1: Ramanathapuram,CINEMA005312,locality,South,Tamil Nadu,Ramanathapuram,,
N,"Revathi Cinemas A/C Dolby Atmos 4K 3D, Srivilliputhur",CINEMA005313,locality,South,Tamil Nadu,Srivilliputhur,,626125
N,RNR Theater A/C Dolby Atmos: Kalikiri,CINEMA005314,locality,South,Andhra Pradesh,Kalikiri,,517234
N,"Rupam Multiplex, Relief Road, Ahmedabad",CINEMA005315,locality,West,Gujarat,Ahmedabad,,
N,Sakthi Cinemas 4K HD Dolby Atmos Real 3D:Tirupur,CINEMA005316,locality,South,Tamil Nadu,Tirupur,,641603
N,"Sanelite Cinemas: Sarthak Square, Visnagar",CINEMA005317,locality,West,Gujarat,Visnagar,,
N,Sathya Movie House 3D Dolby Atmos: Palakkad,CINEMA005318,locality,South,Kerala,Palakkad,,
N,Seethas Theatre A/C 2K: Alappuzha,CINEMA005319,locality,South,Kerala,Alappuzha,,
N,Shreepathy Cinemas (PLF) Atmos RGB Laser:Thanjavur,CINEMA005320,locality,South,Tamil Nadu,Thanjavur,,
N,Sivaram Theater: Banaganapalli,CINEMA005321,locality,South,Andhra Pradesh,Banaganapalli,,
N,"Sri Bhimeswara A/C DTS, Angara",CINEMA005322,locality,South,Andhra Pradesh,Sri Bhimeswara,,
N,Sri Ramachandra Cinemas: Kankipadu,CINEMA005323,locality,South,Andhra Pradesh,Kankipadu,,521151
N,Sri Rengaraj Talkies: Tiruchirappalli,CINEMA005324,locality,South,Tamil Nadu,Tiruchirappalli,,
N,Surya Cinemax: Ramachandrapuram,CINEMA005325,locality,South,Telangana,Ramachandrapuram,,
N,"The Dreamvue Cinemas, Novvo Mall, Tanur",CINEMA005326,locality,South,Telangana,Mall,,676302
N,"VAB Theatre A/C, Gandhi Road, Cheyyar",CINEMA005327,locality,South,Tamil Nadu,Cheyyar,,
N,"Valentine Multiplex, Pipload, Surat",CINEMA005328,locality,West,Gujarat,Surat,,395007
N,Vasantha 4K RGB LASER DOLBY ATMOS: Davangere,CINEMA005329,locality,South,Karnataka,Davangere,,
N,"Vimala Theatre, Shanti Nagar, Sircilla",CINEMA005330,locality,South,Telangana,Sircilla,,505301
N,Viswalakshmi Theatre A/C RGB Laser 2K: Peralam,CINEMA005331,locality,South,Tamil Nadu,Peralam,,
N,"MovieMax: Ansal Plaza, Gurgaon",CINEMA005332,locality,North,Haryana,Gurgaon,,122017
N,"Vijaya Krishna 2K A/C DTS, Satyanarayanapuram, Bapatla",CINEMA005333,locality,South,Andhra Pradesh,Krishna,,
N,"Abirami Theatre A/C 2K Dolby 7.1, Paramathivelur",CINEMA005334,locality,South,Tamil Nadu,Paramathivelur,,638182
N,"Annapurna Theatre AC DTS 2K, Jaggnnapeta Road, Tatipaka",CINEMA005335,locality,South,Andhra Pradesh,Tatipaka,,
N,"Apple Multiplex: Maninagar, Ahmedabad",CINEMA005336,locality,West,Gujarat,Ahmedabad,,380022
N,Cheloor Grand Cinemas: Cherpulassery,CINEMA005337,locality,South,Kerala,Cherpulassery,,
N,Cinemagic Cinemas: Bikaner,CINEMA005338,locality,North,Rajasthan,Bikaner,,334401
N,"Dream Reality Cinemas, Grand Mall, Mansa",CINEMA005339,locality,North,Punjab,Mansa,,
N,EVM Latha 4k 3D RGB Pure laser 7.1: Muvattupuzha,CINEMA005340,locality,South,Kerala,Muvattupuzha,,
N,Eylex Cinema: Hazaribagh,CINEMA005341,locality,East,Jharkhand,Hazaribagh,,
N,"Funsquare Cinema, Ghotawade Phata, Pirangut",CINEMA005342,locality,West,Maharashtra,Pune,,
N,GK Poonga Theatre 4K RGB Dolby Atmos: Uthiramerur,CINEMA005343,locality,South,Tamil Nadu,Uthiramerur,,
N,Grand Cinemaz: Moga (Orbit),CINEMA005344,locality,North,Punjab,Moga,,
N,ICONIX CINEMAS: (OLD AARADHANA TALKIES) THANE,CINEMA005345,locality,West,Maharashtra,Thane,,
N,Karthika Fun Movies Thalikulam RGB 4K Laser Atmos,CINEMA005346,locality,South,Kerala,Thrissur,,680569
N,KPS Movie: Guntakal,CINEMA005347,locality,South,Andhra Pradesh,Guntakal,,515801
N,Madhab Cinema Hall: Bhadrak,CINEMA005348,locality,East,Odisha,Bhadrak,,
N,"Magic Frames Khayaam 4K Dolby Atmos 3D, Tirur",CINEMA005349,locality,South,Kerala,Tirur,,
N,"MG Cinemas, Geeta Colony, Hisar",CINEMA005350,locality,North,Haryana,Hisar,,125001
N,Mohan Cinema: Daltonganj,CINEMA005351,locality,East,Jharkhand,Daltonganj,,822101
N,"MovieMax: PR Mall, Wall Tax Road, Chennai",CINEMA005352,locality,South,Tamil Nadu,Chennai,,600001
N,Nayanthara Theatre by PVS Cinemas A/C 4K,CINEMA005353,locality,South,Kerala,Kozhikode,,635002
N,"Raj Mandir Cinema, Ramgarhwa",CINEMA005354,locality,East,Bihar,Ramgarhwa,,
N,"Raj Theatre, R S Road, Kurnool",CINEMA005355,locality,South,Andhra Pradesh,Kurnool,,
N,"Rajesh Theatre A/C 4K Screen 7.1 Dolby Audio, Nagercoil",CINEMA005356,locality,South,Tamil Nadu,Nagercoil,,
N,"Rajhans Cinemas, Gurukul Road, Gandhidham",CINEMA005357,locality,West,Gujarat,Gandhidham,,370203
N,"Rajshri Cine Complex, HBG Nagar, Adoni",CINEMA005358,locality,South,Andhra Pradesh,Adoni,,518301
N,Royal Cines: Morigaon,CINEMA005359,locality,North East,Assam,Morigaon,,
N,"Sanelite Cinemas: Treg Mall, Patan",CINEMA005360,locality,West,Gujarat,Patan,,384265
N,Sarb Multiplex: Jalandhar,CINEMA005361,locality,North,Punjab,Jalandhar,,
N,Shiv Miniplex: Surendranagar,CINEMA005362,locality,West,Gujarat,Surendranagar,,
N,Shri Shivaji Talkies: Talegaon,CINEMA005363,locality,West,Maharashtra,Talegaon,,410506
N,Shrri Dhevee Theatre A/C DTS: Rasipuram,CINEMA005364,locality,South,Tamil Nadu,Rasipuram,,
N,"Siddalingeshwara A/C 4K 3D Dolby Digital, JP Nagar",CINEMA005365,locality,South,Karnataka,Bengaluru,,
N,Sky Cineplex: Mandsaur,CINEMA005366,locality,Central,Madhya Pradesh,Mandsaur,,
N,Sree Durga Chabighar: Chandannagar,CINEMA005367,locality,East,West Bengal,Chandannagar,,712136
N,Sudha Theater A/c UFO 2K Dolby: Proddatur,CINEMA005368,locality,South,Andhra Pradesh,Proddatur,,
N,"SVC Maheshwari Theatre 4K Laser Dolby Atmos (Newly Renovated), Adilabad",CINEMA005369,locality,South,Telangana,Adilabad,,
N,"Top3 Multiplex, Vikash Path, Bhavnagar",CINEMA005370,locality,West,Gujarat,Bhavnagar,,
N,"Vaibhav Digital 4K Dolby 7.1, SanjayNagar, Bengaluru",CINEMA005371,locality,South,Karnataka,Bengaluru,,560054
N,Vaishali Cinema: Badlapur,CINEMA005372,locality,West,Maharashtra,Badlapur,,421503
N,Vetri Cinemas (Villapuram) Dolby Atmos: Madurai,CINEMA005373,locality,South,Tamil Nadu,Madurai,,
N,"Wave One Movies, Channi Rama, Jammu",CINEMA005374,locality,North,Jammu and Kashmir,Jammu,,
N,"PVR: Sree Kanya, Narsipatnam",CINEMA005375,locality,South,Andhra Pradesh,Narsipatnam,,531116
N,"Devi Multiplex, Naroda, Ahmedabad",CINEMA005376,locality,West,Gujarat,Ahmedabad,,
N,"Apple Multiplex: Gota, Ahmedabad",CINEMA005377,locality,West,Gujarat,Ahmedabad,,
N,APR Cinemas Jeyam AC Christie 4K Dolby: Madurai,CINEMA005378,locality,South,Tamil Nadu,Madurai,,
N,Ashwini Theatre: Thorrur,CINEMA005379,locality,South,Telangana,Thorrur,,
N,Bhagwat Cinemas (A.C): Solapur,CINEMA005380,locality,West,Maharashtra,Solapur,,
N,Chandra Multiplex Cinema: Dabhara,CINEMA005381,locality,Central,Chhattisgarh,Dabhara,,495691
N,"Cine Park: Chala, Vapi",CINEMA005382,locality,West,Gujarat,Vapi,,396191
N,"CineCosmo: Sentrum Mall, Asansol",CINEMA005383,locality,East,West Bengal,Asansol,,
N,"Cinegalaxy, Central Cinemas: Manipal",CINEMA005384,locality,South,Karnataka,Manipal,,
N,City Gold: Jivraj Park,CINEMA005385,locality,West,Gujarat,Ahmedabad,,380051
N,Devgn CineX (Formerly NY)  : Swagat Mall Gandhinagar,CINEMA005386,locality,West,Gujarat,Gandhinagar,,
N,"Devgn CineX: Chandkheda, Ahmedabad",CINEMA005387,locality,West,Gujarat,Chandkheda,,
N,Devgn CineX: Ghaziabad,CINEMA005388,locality,North,Uttar Pradesh,Ghaziabad,,
N,Devgn Cinex: Mulund,CINEMA005389,locality,West,Maharashtra,Mulund,,
N,Devgn CineX: Surendranagar,CINEMA005390,locality,West,Gujarat,Surendranagar,,363030
N,Dhanya Remya: Pathanamthitta,CINEMA005391,locality,South,Kerala,Pathanamthitta,,
N,Elora Multiplex: Champahati,CINEMA005392,locality,East,West Bengal,Champahati,,
N,"Golden Cinemas RGB Laser Dolby7.1 3D A/C, Gandhi Road, Thiruthani",CINEMA005393,locality,South,Tamil Nadu,Thiruthani,,
N,Gravity Cinemax: Jaijaipur,CINEMA005394,locality,Central,Chhattisgarh,Jaijaipur,,495690
N,"Jaya Kerala Theatre, Parappanangadi",CINEMA005395,locality,South,Kerala,Parappanangadi,,
N,"Jayalakshmi Cinemas - Dolby Atmos 4K 3D, Pallipalayam",CINEMA005396,locality,South,Tamil Nadu,Pallipalayam,,
N,"Jayasri Theatre, East Godavari, Yeleswaram",CINEMA005397,locality,South,Andhra Pradesh,East Godavari,,533429
N,Jazz And Arsh Cinemas A/C Sony 4K: Madurai,CINEMA005398,locality,South,Tamil Nadu,Madurai,,625020
N,Kairali Sree Theater: Alappuzha,CINEMA005399,locality,South,Kerala,Alappuzha,,
N,"Kannan Devi Cinemas, Tirunagar: Madurai",CINEMA005400,locality,South,Tamil Nadu,Madurai,,625006
N,Kastur Deluxe Theatre: Indore,CINEMA005401,locality,Central,Madhya Pradesh,Indore,,
N,Lakshmi Kala Mandir: Alwal,CINEMA005402,locality,South,Telangana,Hyderabad,,
N,Magnum Fun Cinemas: Nipani,CINEMA005403,locality,South,Karnataka,Nipani,,
N,"Mahananda Talkies, Luxettipet",CINEMA005404,locality,South,Telangana,Luxettipet,,504215
N,"Mangal Multiplex, Vijay Nagar, Indore",CINEMA005405,locality,North,Rajasthan,Vijay Nagar,,
N,"MovieMax: Eternity Mall, Thane (Seats Renovated)",CINEMA005406,locality,West,Maharashtra,Thane,,400604
N,"Movietime Cinemas, Novelty Mall Lawrence Road, Amritsar",CINEMA005407,locality,North,Punjab,Amritsar,,143001
N,"Movietime Cinemas: Omaxe Novelty Mall, Amritsar",CINEMA005408,locality,North,Punjab,Amritsar,,143001
N,Muneeswarar Cinema A/C Barco19B 4K 3D:Alanganallur,CINEMA005409,locality,South,Tamil Nadu,Alanganallur,,625501
N,Neemuch Multiplex: Patel Plaza,CINEMA005410,locality,Central,Madhya Pradesh,Neemuch,,
N,New Cinema (Lucky House): Mokama,CINEMA005411,locality,East,Bihar,Mokama,,803302
N,"New Sudha Theatre, Tirukkanur 3D A/C DTS 2K 7.1, Puducherry",CINEMA005412,locality,South,Puducherry,Puducherry,,605501
N,Nupur Cinema: Chh.Sambhajinagar (Newly Renovated),CINEMA005413,locality,West,Maharashtra,Chh.sambhajinagar,,
N,Palani Arumuga Cinema A/C Laser Projector: Madurai,CINEMA005414,locality,South,Tamil Nadu,Madurai,,
N,"Prakash Multiplex, Dabra",CINEMA005415,locality,Central,Madhya Pradesh,Dabra,,
N,"Raj Multiplex: Iris Plaza, Panwadi, Vyara",CINEMA005416,locality,West,Gujarat,Vyara,,
N,Rajashree Theatre: Nipani,CINEMA005417,locality,South,Karnataka,Nipani,,
N,"Revolution Multiplex, CTM: Ahmedabad",CINEMA005418,locality,West,Gujarat,Ahmedabad,,387130
N,"RK Cinemas: Blue Chip, Bharuch",CINEMA005419,locality,West,Gujarat,Bharuch,,
N,"RR Cinemas : Entertainment Hub, Roorkee (Newly Renovated)",CINEMA005420,locality,North,Uttarakhand,Roorkee,,247667
N,Sanelite Cinemas: Gravite Mall: Una,CINEMA005421,locality,South,Telangana,Mall,,
N,"Saptha Tharang Screen 2 2K Atmos, Kannichirakkal Mall, Koottanad",CINEMA005422,locality,South,Telangana,Mall,,679533
N,"Sathian Cinemas A/C 2K RGB Laser Dolby Atmos , Sekalai Road, Karaikudi",CINEMA005423,locality,South,Tamil Nadu,Karaikudi,,
N,Satyam VS Cinema: Pilkhuwa,CINEMA005424,locality,North,Uttar Pradesh,Pilkhuwa,,
N,"Shanmuga Theatre A/C 2K Dobly7.1, Kondur",CINEMA005425,locality,South,Tamil Nadu,Kondur,,605106
N,Shiva Multiplex: Jharsuguda,CINEMA005426,locality,East,Odisha,Jharsuguda,,
N,Shri Rajeswari Cinemas A/C 4K Dolby Atmos:Arni,CINEMA005427,locality,West,Maharashtra,Arni,,
N,Solamalai Cinemas A/C Sony 4K: Madurai,CINEMA005428,locality,South,Tamil Nadu,Madurai,,
N,"Sreekumar & Pavithra Theatre A/C 2K, Pattambi Road, Valanchery",CINEMA005429,locality,South,Kerala,Valanchery,,676552
N,Sri Krishna Lazer Projection 4K: Bomanahalli,CINEMA005430,locality,South,Andhra Pradesh,Krishna,,
N,Sri Maruthi Theatre: Shiralakoppa,CINEMA005431,locality,South,Karnataka,Shiralakoppa,,577428
N,Sri Raja Rajeswari: Jangareddy Gudem,CINEMA005432,locality,South,Andhra Pradesh,Jangareddy Gudem,,
N,"Sri Sakthi Cinemas, Dharapuram",CINEMA005433,locality,South,Tamil Nadu,Dharapuram,,
N,Sun City Plaza: Bagha Purana,CINEMA005434,locality,North,Punjab,Bagha Purana,,142038
N,Surya Theater 4K Dolby Atmos: Erattupetta,CINEMA005435,locality,South,Kerala,Erattupetta,,
N,"SVC Cinemas Gemini, Bellampally Road, Mancherial",CINEMA005436,locality,South,Telangana,Bellampally,,504251
N,Taj Cinemark: Dharashiv,CINEMA005437,locality,West,Maharashtra,Dharashiv,,413501
N,Tamil Jaya Cinemas SONY 4K Dolby Digital: Madurai,CINEMA005438,locality,South,Tamil Nadu,Madurai,,
N,"The Entertainment Park, Nawapara, Bhavnagar",CINEMA005439,locality,West,Gujarat,Bhavnagar,,
N,"Tirumala Theater 70MM, Gajulpet, Nirmal",CINEMA005440,locality,South,Telangana,Nirmal,,
N,Udayan Cinema: Sheoraphuli,CINEMA005441,locality,East,West Bengal,Sheoraphuli,,712223
N,Vaibhav Chitramandir: Hadapsar,CINEMA005442,locality,West,Maharashtra,Pune,,411028
N,"Vasantham Theatre, Eriyur",CINEMA005443,locality,South,Tamil Nadu,Eriyur,,636810
N,Vetri Cinemas (Maattuthavani) Dolby Atmos: Madurai,CINEMA005444,locality,South,Tamil Nadu,Madurai,,625007
N,Vijay Multiplex: Bhawani Mandi,CINEMA005445,locality,North,Rajasthan,Bhawani Mandi,,326502
N,"Devgn CineX (Formerly NY)  : Seven sky, Bhuj",CINEMA005446,locality,West,Gujarat,Bhuj,,370001
N,KRG Soundarya Mahal A/C 4K Dolby Doddaballapura,CINEMA005447,locality,South,Karnataka,Doddaballapura,,
N,Planet Movieplex: Siddhpur,CINEMA005448,locality,West,Gujarat,Siddhpur,,384151
N,"Sri Vishnu Cinemas RGB Laser Dolby Atmos DTS X Viruthampattu, Vellore",CINEMA005449,locality,South,Tamil Nadu,Vellore,,632006
N,Casino Talkies A/C Real Laser 3D DOLBY 7.1: Aluva,CINEMA005450,locality,South,Kerala,Aluva,,683101
N,"Sri Padmam, Tenkasi",CINEMA005451,locality,South,Tamil Nadu,Tenkasi,,
N,AARC PG City Miniplex: Mahad (Renovated),CINEMA005452,locality,West,Maharashtra,Mahad,,402301
N,"AKR Cinemas,TDI Mall: Kundli",CINEMA005453,locality,North,Haryana,Kundli,,
N,Ameer Cinemas A/C 4K 3D Dolby Atmos Twin Screens,CINEMA005454,locality,South,Kerala,Kozhikode,,
N,Anusaya: Parbhani,CINEMA005455,locality,West,Maharashtra,Parbhani,,
N,Asian Paradise Cinemas: Karimnagar,CINEMA005456,locality,South,Telangana,Karimnagar,,
N,Asian Urvasi 70MM: Godavarikhani,CINEMA005457,locality,South,Telangana,Godavarikhani,,
N,AVD Cinemas: Mahbubnagar,CINEMA005458,locality,South,Telangana,Mahbubnagar,,
N,Avishkar Cinemas Dolby Atmos: Kottayi,CINEMA005459,locality,South,Kerala,Kottayi,,678572
N,"Bhargavai Sreevatsa Theatre, Mysore, Nanjangud",CINEMA005460,locality,South,Karnataka,Nanjangud,,
N,Cinemera Multiplex: Halol,CINEMA005461,locality,West,Gujarat,Halol,,
N,"Cineplexx: Beside Hotel Deepti, Rourkela",CINEMA005462,locality,East,Odisha,Rourkela,,769001
N,Dhivyam Cinemax 4k RGB LASER Dolby Atmos,CINEMA005463,locality,South,Tamil Nadu,Dhivyam,,
N,"Eylex Cinemas: Jhumri Telaiya, Koderma",CINEMA005464,locality,East,Jharkhand,Koderma,,825409
N,"Fun Cinemas: Republic Mall, Chandigarh",CINEMA005465,locality,North,Chandigarh,Chandigarh,,
N,Galaxie Multiplex: Ghaziabad,CINEMA005466,locality,North,Uttar Pradesh,Ghaziabad,,
N,Ganam Theatre Complex 4K 3D: Kattanam,CINEMA005467,locality,South,Kerala,Kattanam,,690503
N,"Ganga Movies, Mala 4K Dolby Atmos",CINEMA005468,locality,South,Kerala,Mala,,680732
N,"INOX: Camp Road, Belagavi",CINEMA005469,locality,South,Karnataka,Belagavi,,
N,"INOX: Laila Mall, 4K LASER, DOLBY ATMOS, M.G Road",CINEMA005470,locality,South,Telangana,Mall,,520002
N,Jagadeeswari Theatre A/C 4K Dolby Atmos: Markapur,CINEMA005471,locality,South,Andhra Pradesh,Markapur,,523316
N,JANAGAR CINEMAS A/C DOLBY 7.1,CINEMA005472,locality,South,Tamil Nadu,Chennai,,
N,JAYA CINE VIBES AC Dolby7.1 Sound Laser Projector,CINEMA005473,locality,South,Tamil Nadu,Chennai,,761200
N,JB Cinemas 4K 3D: Nallila,CINEMA005474,locality,South,Kerala,Nallila,,
N,Kovai Shanti Complex 4K 3D: Coimbatore,CINEMA005475,locality,South,Tamil Nadu,Coimbatore,,641018
N,KS Talkies 2K Dolby 7.1 Surround: Hanuman Junction,CINEMA005476,locality,South,Andhra Pradesh,Hanuman Junction,,
N,Lakshmi Srinivasa: Aswaraopeta (Newly Renovated),CINEMA005477,locality,South,Andhra Pradesh,Aswaraopeta,,
N,Laxmi  A/C  Dts 2K: Kakinada,CINEMA005478,locality,South,Andhra Pradesh,Kakinada,,
N,Laxmi Chitramandir: Kankavli,CINEMA005479,locality,West,Maharashtra,Kankavli,,416602
N,Magic Frames Mehboob Theatre Complex 4K: Kasaragod,CINEMA005480,locality,South,Kerala,Kasaragod,,
N,"Maris Cinemas A/C, Railway Feeder Road, Palani",CINEMA005481,locality,South,Tamil Nadu,Palani,,624601
N,"Mayur Talkies, Hanuman Chowk Balaghat, Balaghat",CINEMA005482,locality,Central,Madhya Pradesh,Balaghat,,481001
N,"Minerva Empire Cinemaz, Chandamukku, Kottarakara",CINEMA005483,locality,South,Kerala,Kottarakara,,691506
N,"Miraj Cinemas : Chandra Pacific Mall, Golmuri",CINEMA005484,locality,West,Maharashtra,Miraj,,
N,MJ Cinema: Umerkote,CINEMA005485,locality,East,Odisha,Umerkote,,
N,MOVIE TIME: Crystal Mall,CINEMA005486,locality,South,Telangana,Mall,,
N,Moviemax Circle: Kasaragod,CINEMA005487,locality,South,Kerala,Kasaragod,,
N,"MovieMax Gold, Mariplex Mall, Kalyani Nagar, Pune",CINEMA005488,locality,East,West Bengal,Kalyani,,411014
N,"MovieMax: Eternity Mall, Thane (Seats Renovated)",CINEMA005489,locality,West,Maharashtra,Thane,,400604
N,"MovieMax: Wonder Mall, Thane",CINEMA005490,locality,West,Maharashtra,Thane,,
N,MSR Movie Land 2K 7.1 Sound: Punganur,CINEMA005491,locality,South,Andhra Pradesh,Punganur,,
N,"Mythri Theatres, Durga Raja Kalamandir 70MM A/C, Jagtial",CINEMA005492,locality,South,Telangana,Jagtial,,
N,"Nataraj Cinema, Civil Lines, Jhansi",CINEMA005493,locality,North,Uttar Pradesh,Jhansi,,
N,NS Theatre A/C DTS 2K: Attur,CINEMA005494,locality,South,Tamil Nadu,Attur,,
N,"Popkorn Cinemas: Galaxia Mall, Ranchi",CINEMA005495,locality,East,Jharkhand,Ranchi,,834005
N,Preet Palace: Ludhiana,CINEMA005496,locality,North,Punjab,Ludhiana,,
N,"PVR Centra, Industrial Phase 1, Chandigarh",CINEMA005497,locality,North,Chandigarh,Chandigarh,,
N,"PVR: City Center, Nashik",CINEMA005498,locality,West,Maharashtra,Nashik,,
N,"PVR: Warangal, Maddox Mall",CINEMA005499,locality,South,Telangana,Warangal,,
N,Raja Cinemas: Perambalur,CINEMA005500,locality,South,Tamil Nadu,Perambalur,,
N,RK Garden Cinema: Sujangarh,CINEMA005501,locality,North,Rajasthan,Sujangarh,,
N,"Rohini: Jayanthy, Cheyyur",CINEMA005502,locality,South,Tamil Nadu,Cheyyur,,
N,"Rohini: Swasthik, Tindivanam",CINEMA005503,locality,South,Tamil Nadu,Tindivanam,,
N,"RR Cinema, Water Work Road, Hathras",CINEMA005504,locality,North,Uttar Pradesh,Hathras,,
N,Sai Cineplexx: Oachira,CINEMA005505,locality,South,Kerala,Oachira,,690533
N,"Saradamba A/C 2K Dolby Atmos, Narasaraopet",CINEMA005506,locality,South,Andhra Pradesh,Narasaraopet,,522601
N,Satyam Theatre: Rajgurunagar (Pune),CINEMA005507,locality,West,Maharashtra,Pune,,
N,SGL Miniplex: Najibabad,CINEMA005508,locality,North,Uttar Pradesh,Najibabad,,
N,Sharada 70MM: Parigi,CINEMA005509,locality,South,Telangana,Parigi,,
N,"Shreyasa Cinema, Philiphit",CINEMA005510,locality,North,Uttar Pradesh,Philiphit,,
N,Silvercity Multiplex: Ghaziabad,CINEMA005511,locality,North,Uttar Pradesh,Ghaziabad,,
N,SJ Cinemas Santhi Sony 4K 3D Dolby: Puttur,CINEMA005512,locality,South,Andhra Pradesh,Puttur,,
N,Skylight (Sangam) Cinema: Nagpur,CINEMA005513,locality,West,Maharashtra,Nagpur,,440009
N,Sree Jayalakshmi Talkies: Samalkot,CINEMA005514,locality,South,Andhra Pradesh,Samalkot,,
N,Sri Basaveshwara Cinemas: K.R. Pete,CINEMA005515,locality,South,Karnataka,K.r. Pete,,577133
N,"Sri Cherukuri Theaters A/C DTS, Mogalthur",CINEMA005516,locality,South,Andhra Pradesh,Mogalthur,,
N,Sri Rama Complex: Nandyal,CINEMA005517,locality,South,Andhra Pradesh,Nandyal,,518501
N,"Sri Sai Rajeswari Complex Cine Hub, Proddatur",CINEMA005518,locality,South,Andhra Pradesh,Proddatur,,
N,"Sri Sakthi Cinemas, Pollachi",CINEMA005519,locality,South,Tamil Nadu,Pollachi,,
N,Sri Venkataramana 2K 3D Dolby 7.1: Amalapuram,CINEMA005520,locality,South,Andhra Pradesh,Amalapuram,,
N,Srinvasa 70MM A/C: Jadcherla,CINEMA005521,locality,South,Telangana,Jadcherla,,
N,"Sundaram Palace: Khaga, Fatehpur",CINEMA005522,locality,North,Uttar Pradesh,Fatehpur,,212655
N,Surendra Cinema: Ranaghat,CINEMA005523,locality,East,West Bengal,Ranaghat,,
N,Suriya Nova Cinemaz: Vita,CINEMA005524,locality,West,Maharashtra,Vita,,
N,"SVC Krishna Kala Mandir, Siddipet Road, Jangaon",CINEMA005525,locality,South,Telangana,Siddipet,,506167
N,T MAX CINEPLEX DOLBY 7.1 TRIPLE BEAM 3D,CINEMA005526,locality,South,Tamil Nadu,Chennai,,
N,"Urvasi Complex, Rajahmundry",CINEMA005527,locality,South,Andhra Pradesh,Rajahmundry,,
N,Urvasi Complex: Rajahmundry,CINEMA005528,locality,South,Andhra Pradesh,Rajahmundry,,
N,"VKNS Cinemas, Civil Line, Sultanpur",CINEMA005529,locality,North,Uttar Pradesh,Sultanpur,,
N,VPC Sri Kishore 2K Dolby: Ramachandrapuram,CINEMA005530,locality,South,Telangana,Ramachandrapuram,,
N,"Wide Angle Multiplex, Satellite Crossing, Ahmedabad",CINEMA005531,locality,West,Gujarat,Ahmedabad,,
N,Zeenath Theatre A/c Real Laser Dolby 7.1: Aluva,CINEMA005532,locality,South,Kerala,Aluva,,
N,Devgn Cinex (Formerly NY) : Mulund,CINEMA005533,locality,West,Maharashtra,Mulund,,
N,"Anu Cinemax 4K Atmos: Neyyattinkara, Nellimoodu",CINEMA005534,locality,South,Kerala,Nellimoodu,,695501
N,SLN Cinema 4K Dolby Atmos: Badvel,CINEMA005535,locality,South,Andhra Pradesh,Badvel,,516227
N,"SLN Multiplex 4K Dolby Atmos: Addaroad,Thimmapuram",CINEMA005536,locality,South,Andhra Pradesh,Thimmapuram,,531083
N,"Dreamlight Cinema Hall, Sujangarh",CINEMA005537,locality,North,Rajasthan,Sujangarh,,
N,Ganapathi Theatre A/C Dts: Nidadavolu,CINEMA005538,locality,South,Andhra Pradesh,Nidadavolu,,
N,"Geethalaya Cinemas Full A/C Dolby 7.1, Sankarankovil,",CINEMA005539,locality,South,Tamil Nadu,Sankarankovil,,
N,KA Cinemas A/C: Vikravandi,CINEMA005540,locality,South,Tamil Nadu,Vikravandi,,605652
N,"Maxus Cinema, Victoriya Park, Bhavnagar",CINEMA005541,locality,West,Gujarat,Bhavnagar,,364002
